"","Normal","Tumor"
"ENSG00000033800.14",6.39676078460124,6.43533096104078
"ENSG00000033867.18",6.29615780188735,6.59333082940483
"ENSG00000034053.15",6.35378162703852,6.24445590495051
"ENSG00000034152.20",5.93125853795702,6.12456545876606
"ENSG00000034239.11",6.24130439030222,6.15241894358801
"ENSG00000034510.6",5.49609511135629,6.97005923694437
"ENSG00000034677.13",6.05090679853217,6.31132173761372
"ENSG00000034693.15",6.31945347123462,5.76640583014446
"ENSG00000034713.8",6.28914112655143,5.98108224343049
"ENSG00000035115.22",6.50798889468636,6.68955054358973
"ENSG00000035141.10",6.65538049352088,6.60687848788284
"ENSG00000035403.18",7.22152195275449,7.30847049958426
"ENSG00000035664.11",7.78828274601561,7.48879700491334
"ENSG00000035681.9",5.49609511135629,6.32744177291981
"ENSG00000035687.10",6.43071961628922,5.93877679218261
"ENSG00000035862.13",6.01874676104058,6.4404592106365
"ENSG00000035928.17",6.28876714615124,6.09437692689379
"ENSG00000036054.13",5.49609511135629,6.37111269364786
"ENSG00000036257.14",6.77788217461376,6.49202248098524
"ENSG00000036530.9",7.74729094233407,7.83448666297777
"ENSG00000036549.13",6.5122425906217,6.82407942195347
"ENSG00000036565.15",5.98451683520976,5.95452465461698
"ENSG00000036672.16",5.49609511135629,6.11949207794382
"ENSG00000036828.17",11.06676763612,9.51987007697418
"ENSG00000037042.9",6.5152461588774,5.65582195350578
"ENSG00000037280.16",6.61828354799921,6.30106765603962
"ENSG00000037474.15",5.88063541760083,6.37714198098217
"ENSG00000037637.11",6.66592857249086,7.0378929793877
"ENSG00000037749.13",6.2671633509889,6.40963366667629
"ENSG00000037757.14",7.28233456435449,7.34178163383053
"ENSG00000037897.17",6.31833723848602,6.06741007495818
"ENSG00000037965.6",5.49609511135629,6.11949207794382
"ENSG00000038219.13",6.64320811911995,7.45125328749502
"ENSG00000038274.18",6.20317454227946,7.02605541921417
"ENSG00000038295.8",6.01036903492498,6.41597777349722
"ENSG00000038382.23",6.09011491077848,7.15441723201234
"ENSG00000038427.16",6.22021452598563,6.87092300089926
"ENSG00000038532.17",6.53434305164639,6.6552408950186
"ENSG00000038945.15",6.30607676750488,6.36602487289764
"ENSG00000039068.20",6.34169259199071,6.69010380913119
"ENSG00000039123.16",7.8547428442812,7.08883234143518
"ENSG00000039139.11",6.8592278872153,7.02660273794774
"ENSG00000039319.17",8.85966118671642,8.84548331298379
"ENSG00000039523.20",6.28005482960719,6.0440559170758
"ENSG00000039537.16",6.35199292858194,6.42959096273293
"ENSG00000039560.14",6.28233851051079,6.36532792963026
"ENSG00000039600.11",5.91761965745439,6.14471865436209
"ENSG00000039650.12",6.31333636084821,6.36675345259909
"ENSG00000040199.18",6.71395676745747,6.89922812758652
"ENSG00000040341.18",6.62717792884151,6.60016063440123
"ENSG00000040487.13",6.54229915051607,6.34528239567897
"ENSG00000040531.16",6.72773582523404,6.0690445981567
"ENSG00000040608.14",6.05071271677307,5.98269533456775
"ENSG00000040731.10",6.23599814032387,6.01639145317679
"ENSG00000040933.16",6.35612241203948,6.54039545891679
"ENSG00000041353.10",6.6691990964651,6.01906828510272
"ENSG00000041357.16",6.35184633647294,6.42833884530062
"ENSG00000041515.16",6.11960686842102,6.5603568437062
"ENSG00000041802.11",5.66087840899962,6.55545276346994
"ENSG00000041880.15",5.93369045404387,6.23048959174805
"ENSG00000041982.17",6.76765173377903,6.18401598718813
"ENSG00000042062.13",7.03209673787442,7.18693046972934
"ENSG00000042088.14",5.49609511135629,6.25671127556622
"ENSG00000042286.15",6.09496548672638,6.38653678012271
"ENSG00000042304.14",6.01088278503068,6.02039125402003
"ENSG00000042317.17",6.43716925726584,6.20312394480917
"ENSG00000042429.12",7.3877594482264,7.38862674725317
"ENSG00000042445.14",6.13299765110662,6.32235320707369
"ENSG00000042493.16",6.12502161735811,6.23349588929159
"ENSG00000042753.12",5.49609511135629,6.20525841201854
"ENSG00000042781.14",6.13834136749636,7.28933261128773
"ENSG00000042832.12",6.45418119105087,6.14546814147552
